entity_id,stage,stage_name,prompt,negative_prompt,seed,realism_adjusted,adjustment_note,source_file
FL-ET5,3,Tuumoth,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Towering battlefield goddess wrapped fully in a crow-feather cloak, dozens of dark feathers layered like scale armor, kneeling posture with both hands lowered as if wringing cloth in unseen water. Weathered bronze-dark skin, three crows perched along one raised shoulder, fog pooling low and dark around her knees like still water. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",1384211538,False,,factionless_prompts.json
FL-ET6,1,Rerynis,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Charcoal-dark humanoid silhouette, skin a deep matte black that seems to drink in the key light rather than reflect it, edges softened into shadow. Compact still stance, faint smoke wisps clinging to the shoulders. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3680133172,False,,factionless_prompts.json
FL-ET6,2,Rerynar,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Taller dark figure now armored in a thickened smoke-like matte black shell across the torso and forearms, texture like compacted soot. Posture broader, more deliberate, faint dim embers visibly guttering weakly near its hands. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",52154038,False,,factionless_prompts.json
FL-ET6,3,Rerynoth,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Massive black-armored titan wearing plates of extinguished, matte-dark material resembling cooled volcanic glass over its full frame, faint dim ember glow flickering weakly at the joints as if permanently dimmed. Wide dominant stance, fog visibly darkening and thinning near its silhouette, absorbing ambient rim light. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",1391723141,False,,factionless_prompts.json
FL-ET7,1,Toelel,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Restless humanoid wrapped in nine layered strips of wind-torn cloth swirling loosely around the legs and torso, hair whipped sideways though no wind is depicted elsewhere. Weathered bronze skin, dynamic mid-stride pose. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3688067727,False,,factionless_prompts.json
FL-ET7,2,Toelor,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Figure now trailing a tight, visible dust-devil funnel of debris spinning at her feet, nine cloth strips pulled taut and streaming behind her. Torn fabric edges frayed and dust-caked, forward-leaning dynamic stance amid swirling grit. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3041133519,False,,factionless_prompts.json
FL-ET7,3,Toelun,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Towering tempest queen, body wrapped in nine wind-torn cloth ribbons streaming in overlapping spirals, small debris and fragments visibly caught mid-air around her in orbiting funnels. Weathered bronze-patina skin, wide dramatic stance, fog torn into visible streaming currents radiating outward from her frame. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3607074175,False,,factionless_prompts.json
FL-ET8,1,Halluxil,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Rangy, sharp-snouted humanoid-canine hybrid with reddish-hide-toned patina skin, gait subtly asymmetric as if legs were mismatched in length. Lean muscular build, alert ears, weathered bronze accents at the joints. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3459286347,False,,factionless_prompts.json
FL-ET8,2,Halluxan,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Taller composite figure, silhouette visibly assembled from mismatched proportions — one shoulder heavier, one leg longer, textures shifting between hide, scale, and stone patina across the body. Reddish coloring dominant, uneven confident gait implied by asymmetric stance. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",606599126,False,,factionless_prompts.json
FL-ET8,3,Halluxex,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Massive storm-red composite titan, body built from clearly mismatched but individually detailed anatomical parts — scaled flank, furred shoulder, stone-textured leg — each rendered with full material realism despite the disagreeing proportions. Confident wide stance, reddish-bronze patina throughout, fog swirling unevenly around its asymmetric silhouette. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",519145861,False,,factionless_prompts.json
FL-ET9,1,Corvassin,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A tall, gaunt figure draped in heavy tattered robes of ash-grey cloth that appears to be slowly disintegrating at every hem and fold, fine grey particulates drifting off it into the fog. Its face is a smooth, featureless oval of compacted ash and bone-dust, faintly cracked. The ground directly beneath its feet shows visible decay — cracked stone, rust blooms, browned and crumbling matter — spreading outward in a slow ring. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",2951717014,False,,factionless_legendary_prompts.json
FL-GR1,1,Esharen,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Slick, eel-smooth humanoid hovering a few inches above the ground within a shallow visible well of bent, pooling fog that ripples like disturbed water around its feet. Dark wet-sheened skin, elongated limbs, still weightless posture. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",2653178998,False,,factionless_prompts.json
FL-GR1,2,Esharir,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Taller eel-smooth figure hovering over a visibly deepened depression in the fog, objects-implied debris slowly sliding toward it at the edges of frame. Skin now shows deep-sea bioluminescent patterning in slow pulsing patches across the torso. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",931328851,False,,factionless_prompts.json
FL-GR1,3,Esharax,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Vast tidal titan hovering above a permanent basin-shaped depression in the fog floor, debris and loose fog visibly pulled into slow orbits around its lower body. Deep-sea bioluminescent patterns pulse across wet-sheened dark skin in wide slow waves, immense weightless presence radiating pressure through the scene. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3270835254,False,,factionless_prompts.json
FL-GR2,1,Reoril,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Stooped, immensely broad-shouldered humanoid braced against an implied unseen weight, knees bent and never fully straightening, thick corded muscle across the back. Weathered stone-grey skin, strained facial expression, hands raised as if supporting something above. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3145379036,False,,factionless_prompts.json
FL-GR2,2,Reoran,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Broader stooped figure, the ground beneath its braced feet showing visible deep impressions filled with faint standing moisture. Straining muscle definition more pronounced, stone-grey patina skin cracked at the strain points, hands pressed flat overhead. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",2495633935,False,,factionless_prompts.json
FL-GR2,3,Reorex,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Colossal world-bearing titan frozen mid-effort, arms raised overhead bracing an implied immense unseen weight, the ground around its planted feet sloped inward in a visible crater-like depression. Deep stone-grey musculature straining under massive load, fog visibly sliding toward the depression at its feet. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",1151290920,False,,factionless_prompts.json
FL-GR3,1,Calten,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Slim, bark-skinned humanoid with root-like tendrils in place of hair, standing at a deliberate, propping lean as if bracing something invisible above one shoulder. Weathered wood-grain textured skin, calm steady posture. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",805316846,False,,factionless_prompts.json
FL-GR3,2,Caltir,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Taller bark-skinned figure, lean now structural and permanent, root-hair thicker and gripping downward into the ground. Shoulders held unnaturally high as if the space above them were subtly taller than the rest of the frame. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3632126457,False,,factionless_prompts.json
FL-GR3,3,Caltax,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Massive forest-father titan holding one arm braced overhead against an implied invisible ceiling, bark-textured skin deeply grooved like ancient wood, root-hair cascading down the back. Space above his raised hand rendered with subtly stretched perspective, fog gathering thin and high around the reaching arm. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",2999302232,False,,factionless_prompts.json
FL-GR4,1,Drana,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Round-eyed, small-fanged humanoid figure standing in a visibly damp patch of ground beneath its feet, skin a mottled wet grey-green. Compact build, wide alert eyes, faint drizzle-sheen across the shoulders. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 1 (juvenile): roughly human scale (5–7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",3112870961,False,,factionless_prompts.json
FL-GR4,2,Draniel,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. Taller damp-skinned figure standing over a small standing puddle at its feet reflecting cloud shapes, faint hailstone-sized droplets visibly caught mid-fall within arm's reach. Mottled wet-grey skin, watchful hunched posture. Weathered ancient-pantheon materials — eroded stone, oxidized bronze, verdigris, aged patina; museum-relic gravitas, timeless and faction-neutral. Stage 2 (elite): 8–12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",217991336,False,,factionless_prompts.json
